Gene regulation id	Pathway name	Pathway ID	Gene name	Entrez gene ID	Regulation	Experiment	PubMed ID
16201	FSH	NetPath_25	TNFRSF11B	4982	Downregulation	Microarray	15026540
16200	FSH	NetPath_25	TLN1	7094	Downregulation	Microarray	15026540
16199	FSH	NetPath_25	TLK1	9874	Downregulation	Microarray	15026540
16198	FSH	NetPath_25	TK1	7083	Upregulation	Microarray	15026540
16197	FSH	NetPath_25	TIMP3	7078	Upregulation	Microarray,Non-microarray	18497344
16196	FSH	NetPath_25	TIMP1	7076	Upregulation	Microarray	18497344
16195	FSH	NetPath_25	THY1	7070	Upregulation	Microarray	18497344
16194	FSH	NetPath_25	THBS1	7057	Downregulation	Microarray	15026540
16193	FSH	NetPath_25	TGFBR2	7048	Upregulation	Microarray	18497344
16192	FSH	NetPath_25	TFPI2	7980	Upregulation	Microarray	15026540
16191	FSH	NetPath_25	TEGT	7009	Upregulation	Microarray	15026540
16190	FSH	NetPath_25	TCF8	6935	Upregulation	Microarray,Non-microarray	16556681
16189	FSH	NetPath_25	STX4A	6810	Upregulation	Microarray,Non-microarray	16556681
16188	FSH	NetPath_25	STK25	10494	Upregulation	Microarray	15026540
16187	FSH	NetPath_25	STK17A	9263	Downregulation	Microarray	15026540
16186	FSH	NetPath_25	STAT1	6772	Downregulation	Microarray	15026540
16185	FSH	NetPath_25	STAR	6770	Upregulation	Microarray,Non-microarray	18497344
16184	FSH	NetPath_25	STAR	6770	Upregulation	Microarray	16556681
16183	FSH	NetPath_25	STAR	6770	Upregulation	Microarray	15026540
627	IL6	NetPath_18	MUC5AC	4586	Upregulation	Non-Microarray	12624114
628	IL6	NetPath_18	MUC5B	4587	Upregulation	Non-Microarray	12624114
629	IL5	NetPath_17	BCL2	596	Upregulation	Non-Microarray	10101004
16182	FSH	NetPath_25	STAR	6770	Upregulation	Microarray	12832290
631	IL5	NetPath_17	PTAFR	5724	Upregulation	Non-Microarray	8892648
632	IL5	NetPath_17	IL5RA	3568	Downregulation	Non-Microarray	9574547,12943658,12759409
15894	TSH	NetPath_23	SCHIP1	29970	Downregulation	Microarray	16381821
15757	TSH	NetPath_23	CCL2	6347	Downregulation	Microarray	16381821
15756	TSH	NetPath_23	ICAM1	3383	Downregulation	Microarray	16381821
15755	TSH	NetPath_23	ITPR1	3708	Differential regulation	Microarray	16381821
15754	TSH	NetPath_23	IL8	3576	Differential regulation	Microarray	16381821
15753	TSH	NetPath_23	IGFBP4	3487	Differential regulation	Microarray	16381821
15752	TSH	NetPath_23	HLA-C	3107	Differential regulation	Microarray	16381821
15751	TSH	NetPath_23	CD74	972	Differential regulation	Microarray	16381821
15750	TSH	NetPath_23	HDLBP	3069	Differential regulation	Microarray	16381821
15749	TSH	NetPath_23	NR4A1	3164	Upregulation	Microarray	16381821
15747	TSH	NetPath_23	GOT1	2805	Differential regulation	Microarray	16381821
15746	TSH	NetPath_23	HSPA5	3309	Differential regulation	Microarray	16381821
15744	TSH	NetPath_23	FYN	2534	Differential regulation	Microarray	16381821
15743	TSH	NetPath_23	FBLN1	2192	Differential regulation	Microarray	16381821
15740	TSH	NetPath_23	EGR1	1958	Differential regulation	Microarray	16381821
15739	TSH	NetPath_23	CYCS	54205	Differential regulation	Microarray	16381821
15737	TSH	NetPath_23	COX8A	1351	Differential regulation	Microarray	16381821
15736	TSH	NetPath_23	CS	1431	Differential regulation	Microarray	16381821
15735	TSH	NetPath_23	CANX	821	Differential regulation	Microarray	16381821
15734	TSH	NetPath_23	CALM2	805	Downregulation	Microarray	16381821
15733	TSH	NetPath_23	CD59	966	Differential regulation	Microarray	16381821
15732	TSH	NetPath_23	AGT	183	Downregulation	Microarray	16381821
15731	TSH	NetPath_23	ADM	133	Downregulation	Microarray	16381821
15664	Leptin	NetPath_22	BGLAP	632	Upregulation	Non-Microarray	10098497
15663	Leptin	NetPath_22	COL1A1	1277	Upregulation	Non-Microarray	10098497
15662	Leptin	NetPath_22	COL1A2	1278	Upregulation	Non-Microarray	10098497
15661	Leptin	NetPath_22	TIMP1	7076	Upregulation	Non-Microarray	11460888,14625304
15660	Leptin	NetPath_22	MMP2	4313	Upregulation	Non-Microarray	11460888
15659	Leptin	NetPath_22	ITGB3	3690	Upregulation	Non-Microarray	11822823
15658	TSLP	NetPath_24	PSMB8	5696	Upregulation	Microarray	15746263
15657	TSLP	NetPath_24	PSMB2	5690	Upregulation	Microarray	15746263
15656	TSLP	NetPath_24	PSMB10	5699	Upregulation	Microarray	15746263
15655	TSLP	NetPath_24	PSME2	5721	Upregulation	Microarray	15746263
15543	TWEAK	NetPath_26	CCL2	6347	Upregulation	Non-Microarray	19233685, 20382683
expression of MCP1 in Retinal pigment epithelium, human kidney mesangial cells, podocytes and adibocytes.	mitali	NetPath_14/07/2010	26/07/2011	Aneesha		mitali	28/06/2011
16292	TWEAK	NetPath_26	IL6	3569	Upregulation	Non-Microarray	20382683
16290	TWEAK	NetPath_26	SERPINE1	5054	Upregulation	Non-Microarray	20810696
muscle cells.	mitali	NetPath_29/06/2011	26/07/2011	Aneesha		mitali	29/06/2011
742	IL1	NetPath_13	RHOB	388	Upregulation	Microarray	12734110
743	IL1	NetPath_13	FOSL1	8061	Upregulation	Microarray	12734110
744	IL1	NetPath_13	ZFP36	7538	Upregulation	Microarray	12734110
16181	FSH	NetPath_25	SNAP23	8773	Upregulation	Microarray	12832290
16180	FSH	NetPath_25	SMARCD1	6602	Downregulation	Microarray	15026540
749	IL6	NetPath_18	DCN	1634	Upregulation	Non-Microarray	15016829
16179	FSH	NetPath_25	SMARCA4	6597	Downregulation	Microarray	15026540
16178	FSH	NetPath_25	SLC16A7 	9194	Upregulation	Microarray	18497344
16176	FSH	NetPath_25	SIP1	8487	Upregulation	Microarray	15026540
16177	FSH	NetPath_25	SLC12A6	9990	Downregulation	Microarray	18497344
16175	FSH	NetPath_25	SH3BP4	23677	Downregulation	Microarray	15026540
16174	FSH	NetPath_25	SGK	6446	Upregulation	Microarray	15026540
16173	FSH	NetPath_25	SFRP4	6424	Downregulation	Microarray	18497344
16172	FSH	NetPath_25	SERPINA3	12	Upregulation	Microarray	18497344
16171	FSH	NetPath_25	SDC2	6383	Downregulation	Microarray	18497344
16169	FSH	NetPath_25	SC4MOL	6307	Upregulation	Microarray	15026540
16168	FSH	NetPath_25	S100A6	6277	Upregulation	Microarray	18497344
765	IL6	NetPath_18	ICAM1	3383	Upregulation	Non-Microarray	12960348
16167	FSH	NetPath_25	S100A4	6275	Upregulation	Microarray	18497344
16166	FSH	NetPath_25	RPRM	56475	Downregulation	Microarray	15026540
769	IL6	NetPath_18	ITGA5	3678	Downregulation	Non-Microarray	11437212
16165	FSH	NetPath_25	RHOB	388	Upregulation	Microarray	15026540
16164	FSH	NetPath_25	RGS5	8490	Downregulation	Microarray	15026540
16163	FSH	NetPath_25	RGS4	5999	Downregulation	Microarray	15026540
16162	FSH	NetPath_25	RGS16	6004	Upregulation	Microarray	15026540
1503	TCR	NetPath_11	CD3E	916	Upregulation	Microarray,Non-Microarray	16005866
1502	TCR	NetPath_11	PTPRC	5788	Upregulation	Microarray,Non-Microarray	16005866
1501	TCR	NetPath_11	XCL1	6375	Upregulation	Microarray,Non-Microarray	12738714
1500	TCR	NetPath_11	GZMB	3002	Upregulation	Microarray,Non-Microarray	12738714,18947405
1499	TCR	NetPath_11	TGFB1	7040	Upregulation	Microarray,Non-Microarray	15629141,9712721
1498	TCR	NetPath_11	IL6	3569	Upregulation	Microarray,Non-Microarray	15950730,9712721
1497	TCR	NetPath_11	IL2	3558	Upregulation	Microarray,Non-Microarray	15950730,12165505,12065418,11390484,18947405
1496	TCR	NetPath_11	IL15	3600	Upregulation	Microarray,Non-Microarray	15950730,16005866
1495	TCR	NetPath_11	IFNG	3458	Upregulation	Microarray,Non-Microarray	15950730,11390484,18947405
1494	TCR	NetPath_11	CCL4L1	9560	Upregulation	Microarray	11390484
1492	TCR	NetPath_11	C6orf69	222658	Upregulation	Microarray	16005866
1493	TCR	NetPath_11	H19	283120	Upregulation	Microarray	11390484
1491	TCR	NetPath_11	TUBB	203068	Upregulation	Microarray	11390484
1490	TCR	NetPath_11	C9orf33	90477	Upregulation	Microarray	16005866
1489	TCR	NetPath_11	ISG20L2	81875	Upregulation	Microarray	16005866
1488	TCR	NetPath_11	LRRIQ2	79598	Upregulation	Microarray	16005866
1487	TCR	NetPath_11	GCC1	79571	Upregulation	Microarray	16005866
1486	TCR	NetPath_11	MRPL11	65003	Upregulation	Microarray	11390484
1485	TCR	NetPath_11	COPS7B	64708	Upregulation	Microarray	16005866
1484	TCR	NetPath_11	RBM25	58517	Upregulation	Microarray	16005866
1483	TCR	NetPath_11	SRPRB	58477	Upregulation	Microarray	11390484
1482	TCR	NetPath_11	RNF126	55658	Upregulation	Microarray	16005866
1481	TCR	NetPath_11	PSPC1	55269	Upregulation	Microarray	16005866
1480	TCR	NetPath_11	HRASLS2	54979	Upregulation	Microarray	16005866
1478	TCR	NetPath_11	FAM35A	54537	Upregulation	Microarray	11390484
1479	TCR	NetPath_11	TMEM103	54859	Upregulation	Microarray	16005866
1477	TCR	NetPath_11	TXNDC10	54495	Upregulation	Microarray	11390484
1476	TCR	NetPath_11	CYCS	54205	Upregulation	Microarray	11390484,18947405
1475	TCR	NetPath_11	CLIC5	53405	Upregulation	Microarray	16005866
1474	TCR	NetPath_11	ARTS-1	51752	Upregulation	Microarray	16005866
1473	TCR	NetPath_11	TTRAP	51567	Upregulation	Microarray	16005866
1472	TCR	NetPath_11	RAB14	51552	Upregulation	Microarray	16005866
1471	TCR	NetPath_11	ZBTB7A	51341	Upregulation	Microarray	16005866
1470	TCR	NetPath_11	C15orf15	51187	Upregulation	Microarray	11390484
1469	TCR	NetPath_11	LEF1	51176	Upregulation	Microarray	16005866
1468	TCR	NetPath_11	CHCHD2	51142	Upregulation	Microarray	11390484,11390484
1466	TCR	NetPath_11	C1orf121	51029	Upregulation	Microarray	16005866
1467	TCR	NetPath_11	LAP3	51056	Upregulation	Microarray	11390484
1465	TCR	NetPath_11	TRAT1	50852	Upregulation	Microarray	16005866
1463	TCR	NetPath_11	CHST11	50515	Upregulation	Microarray	11390484
1464	TCR	NetPath_11	TAS2R14	50840	Upregulation	Microarray	16005866
1462	TCR	NetPath_11	STRN3	29966	Upregulation	Microarray	11390484
1461	TCR	NetPath_11	GNL2	29889	Upregulation	Microarray	11390484
1460	TCR	NetPath_11	CNIH4	29097	Upregulation	Microarray	11390484,16005866
1459	TCR	NetPath_11	MCTS1	28985	Upregulation	Microarray	16005866
1458	TCR	NetPath_11	KLHL20	27252	Upregulation	Microarray	16005866
1456	TCR	NetPath_11	AIPL1	23746	Upregulation	Microarray	16005866
1457	TCR	NetPath_11	TNFAIP8	25816	Upregulation	Microarray	16005866,18947405
1455	TCR	NetPath_11	GTPBP4	23560	Upregulation	Microarray	11390484
1453	TCR	NetPath_11	CRB1	23418	Upregulation	Microarray	11390484
1454	TCR	NetPath_11	RPL13A	23521	Upregulation	Microarray	12738714
1452	TCR	NetPath_11	KIAA0367	23273	Upregulation	Microarray	16005866
1451	TCR	NetPath_11	MAPRE1	22919	Upregulation	Microarray	9712721
1449	TCR	NetPath_11	XRN2	22803	Upregulation	Microarray	11390484
1450	TCR	NetPath_11	MMRN1	22915	Upregulation	Microarray	11390484
1447	TCR	NetPath_11	TREX1	11277	Upregulation	Microarray	16005866
1448	TCR	NetPath_11	LYPLA2	11313	Upregulation	Microarray	16005866
1446	TCR	NetPath_11	MRPL3	11222	Upregulation	Microarray	12738714
1444	TCR	NetPath_11	TRIM31	11074	Upregulation	Microarray	16005866
1445	TCR	NetPath_11	IL1RAPL1	11141	Upregulation	Microarray	16005866
1443	TCR	NetPath_11	PIM2	11040	Upregulation	Microarray	12738714
1441	TCR	NetPath_11	PNRC1	10957	Upregulation	Microarray	16005866
1442	TCR	NetPath_11	TLK2	11011	Upregulation	Microarray	16005866
1440	TCR	NetPath_11	SEC61B	10952	Upregulation	Microarray	11390484
1438	TCR	NetPath_11	FUSIP1	10772	Upregulation	Microarray	16005866
1439	TCR	NetPath_11	IQGAP2	10788	Upregulation	Microarray	16005866
1436	TCR	NetPath_11	RRAGA	10670	Upregulation	Microarray	11390484
1437	TCR	NetPath_11	AHCYL1	10768	Upregulation	Microarray	11390484
1434	TCR	NetPath_11	PRDX4	10549	Upregulation	Microarray	11390484
1435	TCR	NetPath_11	TBL3	10607	Upregulation	Microarray	12738714
1433	TCR	NetPath_11	SEMA4D	10507	Upregulation	Microarray	9712721
1431	TCR	NetPath_11	HAX1	10456	Upregulation	Microarray	11390484
1432	TCR	NetPath_11	ZNF238	10472	Upregulation	Microarray	16005866
1430	TCR	NetPath_11	CD2BP2	10421	Upregulation	Microarray	16005866
1429	TCR	NetPath_11	IFITM3	10410	Upregulation	Microarray	16005866
1428	TCR	NetPath_11	MSLN	10232	Upregulation	Microarray	11390484
1427	TCR	NetPath_11	PBEF1	10135	Upregulation	Microarray	11390484
1426	TCR	NetPath_11	ACTR3	10096	Upregulation	Microarray	11390484
1425	TCR	NetPath_11	HUWE1	10075	Upregulation	Microarray	11390484
1424	TCR	NetPath_11	ABI1	10006	Upregulation	Microarray	16005866
1423	TCR	NetPath_11	KIAA0020	9933	Upregulation	Microarray	11390484
1421	TCR	NetPath_11	BZW1	9689	Upregulation	Microarray	11390484
1422	TCR	NetPath_11	KIAA0247	9766	Upregulation	Microarray	11390484
1419	TCR	NetPath_11	GABBR2	9568	Upregulation	Microarray	16005866
1420	TCR	NetPath_11	IER2	9592	Upregulation	Microarray	9712721
1418	TCR	NetPath_11	H2AFY	9555	Upregulation	Microarray	11390484
1417	TCR	NetPath_11	PTGES	9536	Upregulation	Microarray	12738714
1415	TCR	NetPath_11	RPL23	9349	Upregulation	Microarray	12738714
1416	TCR	NetPath_11	PSMF1	9491	Upregulation	Microarray	11390484
1414	TCR	NetPath_11	CNOT8	9337	Upregulation	Microarray	16005866
1412	TCR	NetPath_11	PCSK7	9159	Upregulation	Microarray	11390484
1413	TCR	NetPath_11	KCNAB3	9196	Upregulation	Microarray	16005866
1411	TCR	NetPath_11	RPL14	9045	Upregulation	Microarray	12738714
1410	TCR	NetPath_11	CH25H	9023	Upregulation	Microarray	11390484
1408	TCR	NetPath_11	ALKBH	8846	Upregulation	Microarray	11390484
1409	TCR	NetPath_11	TAF1C	9013	Upregulation	Microarray	11390484
1407	TCR	NetPath_11	TNFRSF10B	8795	Upregulation	Microarray	16005866,18947405
1405	TCR	NetPath_11	HIST2H2AA	8337	Upregulation	Microarray	11390484
1406	TCR	NetPath_11	DYNLL1	8655	Upregulation	Microarray	9712721
1403	TCR	NetPath_11	SLC39A7	7922	Upregulation	Microarray	12738714
1404	TCR	NetPath_11	TFPI2	7980	Upregulation	Microarray	11390484
1402	TCR	NetPath_11	MAPKAPK3	7867	Upregulation	Microarray	9712721,18947405
1400	TCR	NetPath_11	ZNF198	7750	Upregulation	Microarray	16005866
1401	TCR	NetPath_11	IFRD2	7866	Upregulation	Microarray	11390484
1399	TCR	NetPath_11	ZNF161	7716	Upregulation	Microarray	9712721
1397	TCR	NetPath_11	YY1	7528	Upregulation	Microarray	9712721
1398	TCR	NetPath_11	ZNF9	7555	Upregulation	Microarray	9712721
1396	TCR	NetPath_11	VDAC1	7416	Upregulation	Microarray	12738714
1394	TCR	NetPath_11	UBE2A	7319	Upregulation	Microarray	9712721
1395	TCR	NetPath_11	VBP1	7411	Upregulation	Microarray	11390484
1392	TCR	NetPath_11	TOP2A	7153	Upregulation	Microarray	9712721
1393	TCR	NetPath_11	TSTA3	7264	Upregulation	Microarray	11390484
1391	TCR	NetPath_11	TGFB2	7042	Upregulation	Microarray	9712721,16005866
1390	TCR	NetPath_11	TFCP2	7024	Upregulation	Microarray	11390484
1388	TCR	NetPath_11	TCEB1	6921	Upregulation	Microarray	9712721
1389	TCR	NetPath_11	TFAM	7019	Upregulation	Microarray	11390484
1387	TCR	NetPath_11	TAP1	6890	Upregulation	Microarray	12738714,18947405
1385	TCR	NetPath_11	ST14	6768	Upregulation	Microarray	11390484
1386	TCR	NetPath_11	TAF9	6880	Upregulation	Microarray	9712721
1384	TCR	NetPath_11	SSB	6741	Upregulation	Microarray	11390484
1382	TCR	NetPath_11	SOD1	6647	Upregulation	Microarray	9712721,18947405
1383	TCR	NetPath_11	SPN	6693	Upregulation	Microarray	9712721
1381	TCR	NetPath_11	SOAT1	6646	Upregulation	Microarray	16005866
1379	TCR	NetPath_11	SNRPB	6628	Upregulation	Microarray	11390484
1380	TCR	NetPath_11	SNRPC	6631	Upregulation	Microarray	11390484
1377	TCR	NetPath_11	SLC5A3	6526	Upregulation	Microarray	11390484
1378	TCR	NetPath_11	SMARCA4	6597	Upregulation	Microarray	9712721
1376	TCR	NetPath_11	ITSN1	6453	Upregulation	Microarray	16005866
1375	TCR	NetPath_11	CCL5	6352	Upregulation	Microarray	16005866,9712721,12738714
1373	TCR	NetPath_11	SATB1	6304	Upregulation	Microarray	9712721
1374	TCR	NetPath_11	CCL4	6351	Upregulation	Microarray	12738714,18947405
1372	TCR	NetPath_11	RYK	6259	Upregulation	Microarray	11390484
1371	TCR	NetPath_11	RPS29	6235	Upregulation	Microarray	12738714
1370	TCR	NetPath_11	RPS24	6229	Upregulation	Microarray	12738714
1369	TCR	NetPath_11	RPS20	6224	Upregulation	Microarray	12738714
1367	TCR	NetPath_11	RPS4Y1	6192	Upregulation	Microarray	16005866
1368	TCR	NetPath_11	RPS14	6208	Upregulation	Microarray	11390484
1366	TCR	NetPath_11	RPS3A	6189	Upregulation	Microarray	12738714
1365	TCR	NetPath_11	RPL41	6171	Upregulation	Microarray	12738714
1363	TCR	NetPath_11	RPL28	6158	Upregulation	Microarray	12738714
1364	TCR	NetPath_11	RPL37	6167	Upregulation	Microarray	12738714
1362	TCR	NetPath_11	RPL7A	6130	Upregulation	Microarray	12738714
1361	TCR	NetPath_11	RPL6	6128	Upregulation	Microarray	12738714,9712721
1360	TCR	NetPath_11	RFC2	5982	Upregulation	Microarray	9712721
1359	TCR	NetPath_11	RAD23B	5887	Upregulation	Microarray	11390484
1358	TCR	NetPath_11	RAB2	5862	Upregulation	Microarray	11390484
1357	TCR	NetPath_11	PTMA	5757	Upregulation	Microarray	11390484,9712721
1355	TCR	NetPath_11	PSMB8	5696	Upregulation	Microarray	16005866
1356	TCR	NetPath_11	PSMD12	5718	Upregulation	Microarray	11390484
1354	TCR	NetPath_11	PSMA6	5687	Upregulation	Microarray	11390484
1352	TCR	NetPath_11	PSG3	5671	Upregulation	Microarray	11390484
1353	TCR	NetPath_11	PSMA5	5686	Upregulation	Microarray	11390484
1350	TCR	NetPath_11	PPA1	5464	Upregulation	Microarray	11390484
1351	TCR	NetPath_11	PKIA	5569	Upregulation	Microarray	11390484
1349	TCR	NetPath_11	POLR2K	5440	Upregulation	Microarray	11390484
1348	TCR	NetPath_11	PLA2G4A	5321	Upregulation	Microarray	16005866
1347	TCR	NetPath_11	PKLR	5313	Upregulation	Microarray	11390484
1346	TCR	NetPath_11	PHB	5245	Upregulation	Microarray	11390484,18947405
1345	TCR	NetPath_11	PGGT1B	5229	Upregulation	Microarray	12738714
1344	TCR	NetPath_11	PGAM1	5223	Upregulation	Microarray	11390484
1342	TCR	NetPath_11	PDE3B	5140	Upregulation	Microarray	16005866
1343	TCR	NetPath_11	PFDN4	5203	Upregulation	Microarray	9712721
1341	TCR	NetPath_11	PRDX1	5052	Upregulation	Microarray	9712721
1339	TCR	NetPath_11	OAZ1	4946	Upregulation	Microarray	11390484
1340	TCR	NetPath_11	ODC1	4953	Upregulation	Microarray	11390484
1338	TCR	NetPath_11	NUCB1	4924	Upregulation	Microarray	9712721
1337	TCR	NetPath_11	YBX1	4904	Upregulation	Microarray	9712721
1335	TCR	NetPath_11	NOL1	4839	Upregulation	Microarray	11390484
1336	TCR	NetPath_11	NP	4860	Upregulation	Microarray	11390484
1334	TCR	NetPath_11	NFYA	4800	Upregulation	Microarray	9712721
1333	TCR	NetPath_11	NFKB1	4790	Upregulation	Microarray	11390484,18947405
1331	TCR	NetPath_11	NDUFB7	4713	Upregulation	Microarray	9712721
1332	TCR	NetPath_11	RPL10A	4736	Upregulation	Microarray	12738714
1329	TCR	NetPath_11	MYC	4609	Upregulation	Microarray	11390484,18947405
1330	TCR	NetPath_11	NCL	4691	Upregulation	Microarray	11390484
1328	TCR	NetPath_11	MYB	4602	Upregulation	Microarray,Non-Microarray	9712721,16005866,18947405
1326	TCR	NetPath_11	MMP2	4313	Upregulation	Microarray	11390484
1327	TCR	NetPath_11	MSR1	4481	Upregulation	Microarray	11390484
1325	TCR	NetPath_11	MFAP1	4236	Upregulation	Microarray	16005866
1324	TCR	NetPath_11	MBD1	4152	Upregulation	Microarray	11390484
1323	TCR	NetPath_11	SMAD1	4086	Upregulation	Microarray	9712721
1322	TCR	NetPath_11	LTB	4050	Upregulation	Microarray	12738714
1321	TCR	NetPath_11	LGALS8	3964	Upregulation	Microarray	16005866
1319	TCR	NetPath_11	JUN	3725	Upregulation	Microarray	9712721
1320	TCR	NetPath_11	LCP1	3936	Upregulation	Microarray	11390484
1318	TCR	NetPath_11	ITGB2	3689	Upregulation	Microarray	16005866
1317	TCR	NetPath_11	ITGAL	3683	Upregulation	Microarray	9712721
1315	TCR	NetPath_11	ILF3	3609	Upregulation	Microarray	9712721
1316	TCR	NetPath_11	ILK	3611	Upregulation	Microarray	16005866
1314	TCR	NetPath_11	ILF2	3608	Upregulation	Microarray	11390484
1313	TCR	NetPath_11	IL15RA	3601	Upregulation	Microarray	11390484
1312	TCR	NetPath_11	IL9	3578	Upregulation	Microarray	11390484
1311	TCR	NetPath_11	IL1RAP	3556	Upregulation	Microarray	11390484
1310	TCR	NetPath_11	IL1R1	3554	Upregulation	Microarray	11390484
1308	TCR	NetPath_11	IGFBP6	3489	Upregulation	Microarray	11390484
1309	TCR	NetPath_11	IL1A	3552	Upregulation	Microarray	16005866
1307	TCR	NetPath_11	IFNAR1	3454	Upregulation	Microarray	16005866
1306	TCR	NetPath_11	IFNA21	3452	Upregulation	Microarray	16005866
1305	TCR	NetPath_11	IFNA1	3439	Upregulation	Microarray	16005866
1304	TCR	NetPath_11	IFI16	3428	Upregulation	Microarray	16005866,18947405
1303	TCR	NetPath_11	HSPCB	3326	Upregulation	Microarray	11390484
1302	TCR	NetPath_11	HSPCA	3320	Upregulation	Microarray	9712721
1301	TCR	NetPath_11	HSPA8	3312	Upregulation	Microarray	11390484,12738714,18947405
1300	TCR	NetPath_11	HSF1	3297	Upregulation	Microarray	9712721
1299	TCR	NetPath_11	HOXD3	3232	Upregulation	Microarray	9712721
1298	TCR	NetPath_11	HNRPA1	3178	Upregulation	Microarray	11390484
1297	TCR	NetPath_11	HMGN2	3151	Upregulation	Microarray	11390484
1296	TCR	NetPath_11	HMGN1	3150	Upregulation	Microarray	11390484
1295	TCR	NetPath_11	MR1	3140	Upregulation	Microarray	16005866
1294	TCR	NetPath_11	HLA-DQB1	3119	Upregulation	Microarray	11390484
1293	TCR	NetPath_11	HINT1	3094	Upregulation	Microarray	11390484
1292	TCR	NetPath_11	HDAC2	3066	Upregulation	Microarray	11390484
1291	TCR	NetPath_11	HCCS	3052	Upregulation	Microarray	11390484
1290	TCR	NetPath_11	GYS1	2997	Upregulation	Microarray	11390484
1289	TCR	NetPath_11	GNAI1	2770	Upregulation	Microarray	12738714
1288	TCR	NetPath_11	GBP3	2635	Upregulation	Microarray	11390484
1287	TCR	NetPath_11	GATA3	2625	Upregulation	Microarray	9712721
