Gene regulation id	Pathway name	Pathway ID	Gene name	Entrez gene ID	Regulation	Experiment	PubMed ID
15837	TSH	NetPath_23	NDRG2	57447	Differential regulation	Microarray	16381821
15838	TSH	NetPath_23	PFKFB4	5210	Downregulation	Microarray	16381821
15839	TSH	NetPath_23	ABCB6	10058	Differential regulation	Microarray	16381821
16161	FSH	NetPath_25	RASSF2	9770	Upregulation	Microarray,Non-microarray	16556681
15840	TSH	NetPath_23	RGL1	23179	Differential regulation	Microarray	16381821
15842	TSH	NetPath_23	RAB31	11031	Differential regulation	Microarray	16381821
15843	TSH	NetPath_23	VAPA	9218	Differential regulation	Microarray	16381821
15848	TSH	NetPath_23	PPP2R1A	5518	Differential regulation	Microarray	16381821
15849	TSH	NetPath_23	CDC42EP2	10435	Differential regulation	Microarray	16381821
15851	TSH	NetPath_23	MYO5B	4645	Differential regulation	Microarray	16381821
15852	TSH	NetPath_23	LYST	1130	Downregulation	Microarray	16381821
15853	TSH	NetPath_23	PLK2	10769	Downregulation	Microarray	16381821
15905	TSH	NetPath_23	ACADM	34	Upregulation	Microarray	12699589
15906	TSH	NetPath_23	TNK2	10188	Upregulation	Microarray	12699589
15907	TSH	NetPath_23	TIMP3	7078	Upregulation	Microarray	12699589
15854	TSH	NetPath_23	CLC	1178	Downregulation	Microarray	16381821
15903	TSH	NetPath_23	CPB1	1360	Upregulation	Microarray	12699589
15904	TSH	NetPath_23	SORD	6652	Upregulation	Microarray	12699589
15896	TSH	NetPath_23	SEC61A1	29927	Differential regulation	Microarray	16381821
15902	TSH	NetPath_23	PDIA4	9601	Upregulation	Microarray	12699589
15855	TSH	NetPath_23	SESN2	83667	Differential regulation	Microarray	16381821
15858	TSH	NetPath_23	MACF1	23499	Differential regulation	Microarray	16381821
15859	TSH	NetPath_23	SYNE1	23345	Differential regulation	Microarray	16381821
15860	TSH	NetPath_23	SLC39A14	23516	Differential regulation	Microarray	16381821
16128	FSH	NetPath_25	PPFIA4	8497	Upregulation	Microarray	15026540
16129	FSH	NetPath_25	PPIH	10465	Upregulation	Microarray	15026540
16130	FSH	NetPath_25	PPP1CB	5500	Downregulation	Microarray	12832290
16131	FSH	NetPath_25	PPP2R1A	5518	Upregulation	Microarray	15026540
16132	FSH	NetPath_25	PPP2R5B	5526	Upregulation	Microarray	15026540
16133	FSH	NetPath_25	PPP2R5C	5527	Downregulation	Microarray	15026540
16134	FSH	NetPath_25	PPP3R1	5534	Downregulation	Microarray	15026540
16135	FSH	NetPath_25	PRKAR1A	5573	Upregulation	Microarray	15026540
1504	TCR	NetPath_11	CSF2	1437	Upregulation	Microarray,Non-Microarray	11516335,12738714,18947405
1505	TCR	NetPath_11	UHRF1	29128	Downregulation	Non-Microarray	15964557
1506	TCR	NetPath_11	TOP2A	7153	Downregulation	Non-Microarray	15964557
1507	TCR	NetPath_11	CCND3	896	Downregulation	Non-Microarray	15964557
1508	TCR	NetPath_11	RB1	5925	Downregulation	Non-Microarray	15964557
1509	TCR	NetPath_11	TGFB1	7040	Downregulation	Non-Microarray	15629141
1510	TCR	NetPath_11	TSC22D3	1831	Downregulation	Non-Microarray	11468175
1511	TCR	NetPath_11	SCD	6319	Downregulation	Non-Microarray	16005866
1512	TCR	NetPath_11	NFKBIA	4792	Downregulation	Non-Microarray	11516335
1513	TCR	NetPath_11	ADORA1	134	Downregulation	Microarray	12738714
1514	TCR	NetPath_11	SLC25A5	292	Downregulation	Microarray	11390484
1515	TCR	NetPath_11	ANXA1	301	Downregulation	Microarray	11390484,18947405
1516	TCR	NetPath_11	ARG2	384	Downregulation	Microarray	16005866
1517	TCR	NetPath_11	ARHGDIB	397	Downregulation	Microarray	11390484
1518	TCR	NetPath_11	BTG1	694	Downregulation	Microarray	11390484,18947405
1519	TCR	NetPath_11	CDKN1B	1027	Downregulation	Microarray	11390484
1520	TCR	NetPath_11	CDKN2A	1029	Downregulation	Microarray	16005866
1521	TCR	NetPath_11	CLK1	1195	Downregulation	Microarray	11390484
1522	TCR	NetPath_11	CORT	1325	Downregulation	Microarray	11390484
1523	TCR	NetPath_11	DPH1	1801	Downregulation	Microarray	12738714
1524	TCR	NetPath_11	STOM	2040	Downregulation	Microarray	11390484
1525	TCR	NetPath_11	FALZ	2186	Downregulation	Microarray	12738714
1526	TCR	NetPath_11	FCER1G	2207	Downregulation	Microarray	11390484
1527	TCR	NetPath_11	FYB	2533	Downregulation	Microarray	11390484
1528	TCR	NetPath_11	XRCC6	2547	Downregulation	Microarray	11390484
1529	TCR	NetPath_11	GOLGB1	2804	Downregulation	Microarray	11390484
1530	TCR	NetPath_11	GUCY1B3	2983	Downregulation	Microarray	11390484
1531	TCR	NetPath_11	HSPA1A	3303	Downregulation	Microarray	11390484
1532	TCR	NetPath_11	IGFBP5	3488	Downregulation	Microarray	11390484
1533	TCR	NetPath_11	IL7R	3575	Downregulation	Microarray,Non-Microarray	11390484,18390701,17442928
1534	TCR	NetPath_11	IL10RB	3588	Downregulation	Microarray	11390484
1535	TCR	NetPath_11	IL17	3605	Downregulation	Microarray	16005866
1536	TCR	NetPath_11	IRF7	3665	Downregulation	Microarray	12738714
1537	TCR	NetPath_11	JUN	3725	Downregulation	Microarray,Non-Microarray	11390484,18947405
1538	TCR	NetPath_11	LSP1	4046	Downregulation	Microarray	11390484
1539	TCR	NetPath_11	MBD1	4152	Downregulation	Microarray	11390484
1540	TCR	NetPath_11	PALM	5064	Downregulation	Microarray	12738714
1541	TCR	NetPath_11	PPP2R4	5524	Downregulation	Microarray	12738714
1542	TCR	NetPath_11	RAC1	5879	Downregulation	Microarray	11390484
1543	TCR	NetPath_11	ASGRF1	5923	Downregulation	Microarray	16005866
1544	TCR	NetPath_11	RP2	6102	Downregulation	Microarray	16005866
1545	TCR	NetPath_11	RSN	6249	Downregulation	Microarray	11390484
1546	TCR	NetPath_11	SHMT1	6470	Downregulation	Microarray	12738714
1547	TCR	NetPath_11	MAP3K12	7786	Downregulation	Microarray	12738714,18947405
1548	TCR	NetPath_11	PAX8	7849	Downregulation	Microarray	12738714
1549	TCR	NetPath_11	U2AF1L2	8233	Downregulation	Microarray	12738714
1550	TCR	NetPath_11	HIST1H2AC	8334	Downregulation	Microarray	11390484
1551	TCR	NetPath_11	LTBP4	8425	Downregulation	Microarray	11390484
1552	TCR	NetPath_11	IFITM1	8519	Downregulation	Microarray	11390484
1553	TCR	NetPath_11	BLZF1	8548	Downregulation	Microarray	16005866
1554	TCR	NetPath_11	TRIM24	8805	Downregulation	Microarray	11390484
1555	TCR	NetPath_11	NPIP	9284	Downregulation	Microarray	11390484
1556	TCR	NetPath_11	GTF2IRD1	9569	Downregulation	Microarray	11390484
1557	TCR	NetPath_11	KIAA0133	9816	Downregulation	Microarray	11390484
1558	TCR	NetPath_11	HTATIP2	10553	Downregulation	Microarray	11390484
1559	TCR	NetPath_11	PRPF8	10594	Downregulation	Microarray	12738714
1560	TCR	NetPath_11	PLA2R1	22925	Downregulation	Microarray	11390484
1561	TCR	NetPath_11	ATP11B	23200	Downregulation	Microarray	11390484
1562	TCR	NetPath_11	CHST11	50515	Downregulation	Microarray	11390484
1563	TCR	NetPath_11	PCYOX1	51449	Downregulation	Microarray	11390484
1564	TCR	NetPath_11	IL20RA	53832	Downregulation	Microarray	16005866
1565	TCR	NetPath_11	STEAP2	261729	Downregulation	Microarray	11390484
1566	TCR	NetPath_11	CSF2	1437	Downregulation	Microarray,Non-Microarray	11516335
1567	TCR	NetPath_11	TNF	7124	Downregulation	Microarray,Non-Microarray	11516335
1568	TCR	NetPath_11	CCR1	1230	Downregulation	Microarray,Non-Microarray	11516335
1569	TCR	NetPath_11	CCR2	1231	Downregulation	Microarray,Non-Microarray	11516335
1570	TCR	NetPath_11	CCR5	1234	Downregulation	Microarray,Non-Microarray	11516335,18947405
1571	TCR	NetPath_11	CASP1	834	Downregulation	Microarray,Non-Microarray	11516335,18947405
1572	TCR	NetPath_11	CLU	1191	Downregulation	Microarray,Non-Microarray	11516335
1573	IL2	NetPath_14	IL5	3567	Upregulation	Microarray,Non-Microarray	15735688
1574	IL2	NetPath_14	IL9	3578	Upregulation	Microarray,Non-Microarray	15735688
1575	IL2	NetPath_14	MYC 	4609	Upregulation	Microarray,Non-Microarray	8260650,8384218,7600304,10679091,10092780,8307155,2664066,3106484,3879814,12055219,10899310,9133424,9108028,15735688,12055219
1576	IL2	NetPath_14	CCND2	894	Upregulation	Microarray,Non-Microarray	11160217,12055219,15735688,12055219,12435740,12459040
1577	IL2	NetPath_14	IL2RA	3559	Upregulation	Microarray,Non-Microarray	12435740,11485747,10193407,12231477,10092780,1280821,15735688,12459040
1578	IL2	NetPath_14	CCR1	1230	Upregulation	Microarray,Non-Microarray	12435740,12055219
1579	IL2	NetPath_14	LCP2	3937	Upregulation	Microarray,Non-Microarray	12055219,12435740,12055219,12459040
1580	IL2	NetPath_14	IL10	3586	Upregulation	Microarray,Non-Microarray	12055219
1581	IL2	NetPath_14	PIM1	5292	Upregulation	Microarray,Non-Microarray	12055219,3263373,12435740,12055219,12459040
1582	IL2	NetPath_14	GBP1	2633	Upregulation	Microarray,Non-Microarray	12435740,12055219,12459040
1583	IL2	NetPath_14	MX1 	4599	Upregulation	Microarray,Non-Microarray	12435740,12055219,12459040
1584	IL2	NetPath_14	BCL2	596	Upregulation	Microarray,Non-Microarray	12435740,12055219,12459040,10679091,9108028,7736574,9771966
1585	IL2	NetPath_14	CD69	969	Upregulation	Microarray,Non-Microarray	15539078,12459040,12435740
1586	IL2	NetPath_14	CXCR4	7852	Upregulation	Microarray,Non-Microarray	12435740,12055219
1587	IL2	NetPath_14	SOCS1	8651	Upregulation	Microarray,Non-Microarray	11133764,12459040,12435740
1588	IL2	NetPath_14	CISH	1154	Upregulation	Microarray,Non-Microarray	12435740,7796808
1589	IL2	NetPath_14	CCR5	1234	Upregulation	Microarray,Non-Microarray	15596839,10720515,10197373,12435740
1590	IL2	NetPath_14	STAT4	6775	Upregulation	Microarray,Non-Microarray	12435740,12459040,10807786
1591	IL2	NetPath_14	IL13 	3596	Upregulation	Microarray	15735688
1592	IL2	NetPath_14	CCL3	6348	Upregulation	Microarray	15735688,12435740
1593	IL2	NetPath_14	IRF4 	3662	Upregulation	Microarray	15735688,12435740,12459040
1594	IL2	NetPath_14	TNFRSF11B	4982	Upregulation	Microarray	15735688
1595	IL2	NetPath_14	CCR6	1235	Upregulation	Microarray	15735688,12459040
1596	IL2	NetPath_14	DDX21	9188	Upregulation	Microarray	15735688,12459040
1597	IL2	NetPath_14	SLC30A1 	7779	Upregulation	Microarray	15735688
1598	IL2	NetPath_14	CARD9	64170	Upregulation	Microarray	15735688
1599	IL2	NetPath_14	ZBED2	79413	Upregulation	Microarray	15735688
1600	IL2	NetPath_14	SOCS2	8835	Upregulation	Microarray	12459040,15735688
1601	IL2	NetPath_14	LTA	4049	Upregulation	Microarray	12459040,15735688
1602	IL2	NetPath_14	BOP1	23246	Upregulation	Microarray	15735688
1603	IL2	NetPath_14	DKC1	1736	Upregulation	Microarray	12055219,15735688
1604	IL2	NetPath_14	LIF	3976	Upregulation	Microarray	15735688,12435740
1605	IL2	NetPath_14	NOLC1 	9221	Upregulation	Microarray	15735688
1606	IL2	NetPath_14	MAT2A	4144	Upregulation	Microarray	12055219,12459040,15735688,12055219
1607	IL2	NetPath_14	NOP56	10528	Upregulation	Microarray	15735688
1608	IL2	NetPath_14	NOP16 	51491	Upregulation	Microarray	15735688
1609	IL2	NetPath_14	LDHB	3945	Upregulation	Microarray	12055219
1610	IL2	NetPath_14	SLC7A7	9056	Upregulation	Microarray	12459040,12055219
1611	IL2	NetPath_14	BHLHB2	8553	Upregulation	Microarray	12055219,12435740,17623099,12459040
1612	IL2	NetPath_14	CSF1	1435	Upregulation	Microarray	12435740,12055219
1613	IL2	NetPath_14	PRF1	5551	Upregulation	Microarray	12055219,17623099
1614	IL2	NetPath_14	WARS 	7453	Upregulation	Microarray	12055219
1615	IL2	NetPath_14	ODC1	4953	Upregulation	Microarray	12435740,12055219
1616	IL2	NetPath_14	IRF1	3659	Upregulation	Microarray	12055219,17623099
1617	IL2	NetPath_14	TRAFD1	10906	Upregulation	Microarray	12459040,12055219
1618	IL2	NetPath_14	SLC1A5 	6510	Upregulation	Microarray	12459040,12055219
1619	IL2	NetPath_14	DUSP5	1847	Upregulation	Microarray,Non-Microarray	12435740,12459040,12055219,15980098
1620	IL2	NetPath_14	FURIN	5045	Upregulation	Microarray	12459040,12055219
1621	IL2	NetPath_14	CYTIP	9595	Upregulation	Microarray	12459040,12055219
1622	IL2	NetPath_14	TOP1 	7150	Upregulation	Microarray	12435740,12055219
1623	IL2	NetPath_14	FLOT1	10211	Upregulation	Microarray	12055219
1624	IL2	NetPath_14	PTP4A1	7803	Upregulation	Microarray	12435740,12055219
1625	IL2	NetPath_14	CEACAM8 	1088	Upregulation	Microarray	12055219
1626	IL2	NetPath_14	STK17B	9262	Upregulation	Microarray	12055219,12459040
1627	IL2	NetPath_14	BYSL 	705	Upregulation	Microarray	12055219
1628	IL2	NetPath_14	PSG7	5676	Upregulation	Microarray	12055219
1629	IL2	NetPath_14	ENPEP	2028	Upregulation	Microarray	12055219
1630	IL2	NetPath_14	CYP51A1	1595	Upregulation	Microarray	12055219
1631	IL2	NetPath_14	LDLR 	3949	Upregulation	Microarray	12055219
1632	IL2	NetPath_14	ACSL1	2180	Upregulation	Microarray	12055219
1633	IL2	NetPath_14	BTG3 	10950	Upregulation	Microarray	12055219
1634	IL2	NetPath_14	RGS16	6004	Upregulation	Microarray	12435740,12055219
1635	IL2	NetPath_14	IL6ST 	3572	Upregulation	Microarray	12055219
1636	IL2	NetPath_14	CSF2 	1437	Upregulation	Microarray	12435740
1637	IL2	NetPath_14	IL18R1 	8809	Upregulation	Microarray	12459040,12435740
1638	IL2	NetPath_14	DPP4	1803	Upregulation	Microarray	12459040,12435740
1639	IL2	NetPath_14	CASP3	836	Upregulation	Microarray	12459040,12435740
1640	IL2	NetPath_14	XBP1	7494	Upregulation	Microarray	12459040,12435740
1641	IL2	NetPath_14	CCL4	6351	Upregulation	Microarray	12435740
1642	IL2	NetPath_14	TNF	7124	Upregulation	Microarray,Non-Microarray	12435740,17623099
1643	IL2	NetPath_14	MLLT3	4300	Upregulation	Microarray	12435740
1644	IL2	NetPath_14	AHR	196	Upregulation	Microarray	12459040,12435740
1645	IL2	NetPath_14	UPP1	7378	Upregulation	Microarray	12459040,12435740
1646	IL2	NetPath_14	GARS	2617	Upregulation	Microarray	12459040,12435740
1647	IL2	NetPath_14	FLT3LG	2323	Upregulation	Microarray	12459040,12435740
1648	IL2	NetPath_14	CEACAM1	634	Upregulation	Microarray	12459040,12435740
1649	IL2	NetPath_14	TNFSF10	8743	Upregulation	Microarray,Non-Microarray	12435740,12459040
1650	IL2	NetPath_14	MTHFD1	4522	Upregulation	Microarray	12435740
1651	IL2	NetPath_14	MAPKAPK3	7867	Upregulation	Microarray,Non-Microarray	12435740,12459040
1652	IL2	NetPath_14	HSP90AA1	3320	Upregulation	Microarray	12435740
1653	IL2	NetPath_14	IER3	8870	Upregulation	Microarray	12435740
1654	IL2	NetPath_14	YES1	7525	Upregulation	Microarray	12435740,12459040
1655	IL2	NetPath_14	ID2	3398	Upregulation	Microarray	12435740,17623099
1656	IL2	NetPath_14	PAICS	10606	Upregulation	Microarray	12435740
1657	IL2	NetPath_14	GOT1	2805	Upregulation	Microarray	12435740
1658	IL2	NetPath_14	TXN	7295	Upregulation	Microarray	12435740
1659	IL2	NetPath_14	UCK2	7371	Upregulation	Microarray	12435740
1660	IL2	NetPath_14	TXNRD1	7296	Upregulation	Microarray	12435740
1661	IL2	NetPath_14	GNG10	2790	Upregulation	Microarray	12435740
1662	IL2	NetPath_14	NAMPT	10135	Upregulation	Microarray	12435740
1663	IL2	NetPath_14	CTPS	1503	Upregulation	Microarray	12435740
1664	IL2	NetPath_14	CREM	1390	Upregulation	Microarray	12459040,12435740
1665	IL2	NetPath_14	ICAM1	3383	Upregulation	Microarray	12435740
1666	IL2	NetPath_14	SGK	6446	Upregulation	Microarray	12435740
1667	IL2	NetPath_14	SLAMF1	6504	Upregulation	Microarray	12459040,12435740
1668	IL2	NetPath_14	CD53	963	Upregulation	Microarray	12435740
1669	IL2	NetPath_14	KLF6	1316	Upregulation	Microarray	12435740
1670	IL2	NetPath_14	IL4R	3566	Upregulation	Microarray	12459040,12435740
1671	IL2	NetPath_14	VIM	7431	Upregulation	Microarray	12435740
1672	IL2	NetPath_14	STAT1	6772	Upregulation	Microarray	12459040,12435740
1673	IL2	NetPath_14	TNFRSF1B	7133	Upregulation	Microarray	12459040,
1674	IL2	NetPath_14	XCL1	6375	Upregulation	Microarray	12435740
1675	IL2	NetPath_14	CBFB	865	Upregulation	Microarray	12459040,12435740
1676	IL2	NetPath_14	PAK1	5058	Upregulation	Microarray	12435740
1677	IL2	NetPath_14	CCR2	1231	Upregulation	Microarray	12459040,12435740
1678	IL2	NetPath_14	E2F4	1874	Upregulation	Microarray	12435740
1679	IL2	NetPath_14	SAMHD1	25939	Upregulation	Microarray	12435740
1680	IL2	NetPath_14	GZMA	3001	Upregulation	Microarray	12435740,17623099
1681	IL2	NetPath_14	MAL	4118	Upregulation	Microarray	12435740
1682	IL2	NetPath_14	PTPN9	5780	Upregulation	Microarray	12435740
1683	IL2	NetPath_14	MFHAS1	9258	Upregulation	Microarray	12435740
1684	IL2	NetPath_14	ST13	6767	Upregulation	Microarray	12435740
1685	IL2	NetPath_14	RALB	5899	Upregulation	Microarray	12435740
1686	IL2	NetPath_14	S1PR1 	1901	Upregulation	Microarray	12459040
1687	IL2	NetPath_14	SLC2A3	6515	Upregulation	Microarray	12459040
1688	IL2	NetPath_14	OSM	5008	Upregulation	Microarray	12459040
1689	IL2	NetPath_14	CD40LG	959	Upregulation	Microarray	12459040
1690	IL2	NetPath_14	TNF	7124	Upregulation	Microarray	12459040
1691	IL2	NetPath_14	MEOX1	4222	Upregulation	Microarray	12459040
1692	IL2	NetPath_14	MYB	4602	Upregulation	Microarray	12459040
1693	IL2	NetPath_14	SCML2	10389	Upregulation	Microarray	12459040
1694	IL2	NetPath_14	ITGAM	3684	Upregulation	Microarray	12459040,17623099
1695	IL2	NetPath_14	RGS1	5996	Upregulation	Microarray	12459040
1696	IL2	NetPath_14	DUSP4	1846	Upregulation	Microarray	12459040
1697	IL2	NetPath_14	SOS1	6654	Upregulation	Microarray	12459040
1698	IL2	NetPath_14	TXK	7294	Upregulation	Microarray	12459040,17623099
1699	IL2	NetPath_14	MAP3K7IP2	23118	Upregulation	Microarray	12459040
1700	IL2	NetPath_14	FRMD4B	23150	Upregulation	Microarray	12459040
1701	IL2	NetPath_14	GADD45G	10912	Upregulation	Microarray	12459040
1702	IL2	NetPath_14	PMAIP1	5366	Upregulation	Microarray	12459040
1703	IL2	NetPath_14	RNF144	9781	Upregulation	Microarray	12459040
1704	IL2	NetPath_14	ADAM19	8728	Upregulation	Microarray	12459040
1705	IL2	NetPath_14	IMMT	10989	Upregulation	Microarray	12459040
1706	IL2	NetPath_14	PDE4B	5142	Upregulation	Microarray	12459040
1707	IL2	NetPath_14	MDFIC	29969	Upregulation	Microarray	12459040
1708	IL2	NetPath_14	GAPDH	2597	Upregulation	Microarray	12459040
1709	IL2	NetPath_14	ACTB	60	Upregulation	Microarray	12459040
1710	IL2	NetPath_14	PTGER2	5732	Upregulation	Microarray	12459040
1711	IL2	NetPath_14	MMD	23531	Upregulation	Microarray	12459040
1712	IL2	NetPath_14	IDI1	3422	Upregulation	Microarray	12459040
1713	IL2	NetPath_14	SLC7A5	8140	Upregulation	Microarray	12459040
1714	IL2	NetPath_14	CHSY1	22856	Upregulation	Microarray	12459040
1715	IL2	NetPath_14	GUCA1A	2978	Upregulation	Microarray	12459040
1716	IL2	NetPath_14	CASP10	843	Upregulation	Microarray	12459040
1717	IL2	NetPath_14	CTSC	1075	Upregulation	Microarray	12459040,17623099
1718	IL2	NetPath_14	CYP4F2	8529	Upregulation	Microarray	12459040
1719	IL2	NetPath_14	NFKB1	4790	Upregulation	Microarray	12459040
1720	IL2	NetPath_14	IL8RA	3577	Upregulation	Microarray	12459040
1721	IL2	NetPath_14	TCEB1	6921	Upregulation	Microarray	12459040
1722	IL2	NetPath_14	SRF	6722	Upregulation	Microarray	12459040
1723	IL2	NetPath_14	IL1R1	3554	Upregulation	Microarray	12459040
1724	IL2	NetPath_14	TIMP2	7077	Upregulation	Microarray	12459040
1725	IL2	NetPath_14	BLM	641	Upregulation	Microarray	12459040
1726	IL2	NetPath_14	PRKX	5613	Upregulation	Microarray	12459040
1727	IL2	NetPath_14	JUND	3727	Upregulation	Microarray	12459040
1728	IL2	NetPath_14	BCL2L1	598	Upregulation	Microarray	12459040
1729	IL2	NetPath_14	MAPKAPK2	9261	Upregulation	Microarray	12459040
1730	IL2	NetPath_14	MMP16	4325	Upregulation	Microarray	12459040
1731	IL2	NetPath_14	UBE2N	7334	Upregulation	Microarray	12459040
1732	IL2	NetPath_14	DAXX	1616	Upregulation	Microarray	12459040
1733	IL2	NetPath_14	PTPN7	5778	Upregulation	Microarray	12459040
1734	IL2	NetPath_14	PTPRR	5801	Upregulation	Microarray	12459040
1735	IL2	NetPath_14	MNAT1	4331	Upregulation	Microarray	12459040
1736	IL2	NetPath_14	RRAS2	22800	Upregulation	Microarray	12459040
1737	IL2	NetPath_14	CFLAR	8837	Upregulation	Microarray	12459040
1738	IL2	NetPath_14	VEGF	7422	Upregulation	Microarray	12459040
1739	IL2	NetPath_14	FGF5	2250	Upregulation	Microarray	12459040
1740	IL2	NetPath_14	IFNA2	3440	Upregulation	Microarray	12459040
1741	IL2	NetPath_14	NME1	4830	Upregulation	Microarray	12459040
1742	IL2	NetPath_14	STIP1	10963	Upregulation	Microarray	12459040
1743	IL2	NetPath_14	ERCC4	2072	Upregulation	Microarray	12459040
1744	IL2	NetPath_14	RBL1	5933	Upregulation	Microarray	12459040
1745	IL2	NetPath_14	NOS2A	4843	Upregulation	Microarray	12459040
1746	IL2	NetPath_14	KDR	3791	Upregulation	Microarray	12459040
1747	IL2	NetPath_14	CCND1	595	Upregulation	Microarray	12459040
1748	IL2	NetPath_14	CTNNA1	1495	Upregulation	Microarray	12459040
1749	IL2	NetPath_14	KLK2	3817	Upregulation	Microarray	12459040
1750	IL2	NetPath_14	COL19A1	1310	Upregulation	Microarray	12459040
1751	IL2	NetPath_14	LPA	4018	Upregulation	Microarray	12459040
1752	IL2	NetPath_14	PAX4	5078	Upregulation	Microarray	12459040
1753	IL2	NetPath_14	PPRC1	23082	Upregulation	Microarray	12459040
1754	IL2	NetPath_14	PTPN3	5774	Upregulation	Microarray	12459040
1755	IL2	NetPath_14	SACS	26278	Upregulation	Microarray	12459040
1756	IL2	NetPath_14	TRH	7200	Upregulation	Microarray	12459040
1757	IL2	NetPath_14	TNFRSF11A	8792	Upregulation	Microarray	12459040
1758	IL2	NetPath_14	GAD2	2572	Upregulation	Microarray	12459040
1759	IL2	NetPath_14	SLC25A20	788	Upregulation	Microarray	12459040
1760	IL2	NetPath_14	MLLT1	4298	Upregulation	Microarray	12459040
1761	IL2	NetPath_14	VAMP5	10791	Upregulation	Microarray	12459040
1762	IL2	NetPath_14	TRAT1	50852	Upregulation	Microarray	12459040
1763	IL2	NetPath_14	CYP7B1	9420	Upregulation	Microarray	12459040
1764	IL2	NetPath_14	IL18RAP	8807	Upregulation	Microarray	12459040,17623099
1765	IL2	NetPath_14	TRIM37	4591	Upregulation	Microarray	12459040
1766	IL2	NetPath_14	PTGER3	5733	Upregulation	Microarray	12459040
1767	IL2	NetPath_14	KCNAB1	7881	Upregulation	Microarray	12459040
1768	IL2	NetPath_14	NTRK1	4914	Upregulation	Microarray	12459040
1769	IL2	NetPath_14	CACNA1C	775	Upregulation	Microarray	12459040
1770	IL2	NetPath_14	ADRA1B	147	Upregulation	Microarray	12459040
1771	IL2	NetPath_14	NRL	4901	Upregulation	Microarray	12459040
1772	IL2	NetPath_14	RRBP1	6238	Upregulation	Microarray	12459040
1773	IL2	NetPath_14	SFN	2810	Upregulation	Microarray	12459040
1774	IL2	NetPath_14	RGS19	10287	Upregulation	Microarray	12459040
1775	IL2	NetPath_14	KARS	3735	Upregulation	Microarray	12459040
1776	IL2	NetPath_14	LMTK2	22853	Upregulation	Microarray	12459040
1777	IL2	NetPath_14	ZNF267	10308	Upregulation	Microarray	12459040,17623099
1778	IL2	NetPath_14	MALL	7851	Upregulation	Microarray	12459040
1779	IL2	NetPath_14	RAB31	11031	Upregulation	Microarray	12459040
1780	IL2	NetPath_14	TBX5	6910	Upregulation	Microarray	12459040
1781	IL2	NetPath_14	HOXB3	3213	Upregulation	Microarray	12459040
1782	IL2	NetPath_14	NKX2-1	7080	Upregulation	Microarray	12459040
1783	IL2	NetPath_14	ITPR2	3709	Upregulation	Microarray	12459040
1784	IL2	NetPath_14	KIAA1539	80256	Upregulation	Microarray	12459040
1785	IL2	NetPath_14	PPAP2A	8611	Upregulation	Microarray	12459040
1786	IL2	NetPath_14	PITRM1	10531	Upregulation	Microarray	12459040
1787	IL2	NetPath_14	NDUFV2	4729	Upregulation	Microarray	12459040
1788	IL2	NetPath_14	PER2	8864	Upregulation	Microarray	12459040
1789	IL2	NetPath_14	MYCN	4613	Upregulation	Microarray	12459040
1790	IL2	NetPath_14	LARP4	113251	Upregulation	Microarray	12459040
1791	IL2	NetPath_14	SRP19	6728	Upregulation	Microarray	12459040
1792	IL2	NetPath_14	C6orf105	84830	Upregulation	Microarray	12459040
1793	IL2	NetPath_14	USP15	9958	Upregulation	Microarray	12459040
1794	IL2	NetPath_14	SH2D2A	9047	Upregulation	Microarray	12459040
1795	IL2	NetPath_14	MAGEA9	4108	Upregulation	Microarray	12459040
1796	IL2	NetPath_14	TAF4B	6875	Upregulation	Microarray	12459040
1797	IL2	NetPath_14	TMX1	81542	Upregulation	Microarray	12459040
1798	IL2	NetPath_14	PLXNB2	23654	Upregulation	Microarray	12459040
1799	IL2	NetPath_14	LDB3	11155	Upregulation	Microarray	12459040
1800	IL2	NetPath_14	SQLE	6713	Upregulation	Microarray	12459040
1801	IL2	NetPath_14	LIMK2	3985	Upregulation	Microarray	12459040
1802	IL2	NetPath_14	GPX4	2879	Upregulation	Microarray	12459040
1803	IL2	NetPath_14	ASNS	440	Upregulation	Microarray	12459040
1804	IL2	NetPath_14	TNFRSF4	7293	Upregulation	Microarray	12459040,17623099
1805	IL2	NetPath_14	BAG2	9532	Upregulation	Microarray	12459040
1806	IL2	NetPath_14	NOS1AP	9722	Upregulation	Microarray	12459040
1807	IL2	NetPath_14	ADAM5P	255926	Upregulation	Microarray	12459040
1808	IL2	NetPath_14	NRXN3	9369	Upregulation	Microarray	12459040
1809	IL2	NetPath_14	ZWINTAS	53588	Upregulation	Microarray	12459040
1810	IL2	NetPath_14	ADD2	119	Upregulation	Microarray	12459040
1811	IL2	NetPath_14	CYP1A1	1543	Upregulation	Microarray	12459040
1812	IL2	NetPath_14	TMF1	7110	Upregulation	Microarray	12459040
1813	IL2	NetPath_14	GALE	2582	Upregulation	Microarray	12459040
1814	IL2	NetPath_14	PFKFB3	5209	Upregulation	Microarray	12459040
1815	IL2	NetPath_14	TRIM21	6737	Upregulation	Microarray	12459040
1816	IL2	NetPath_14	NDST2	8509	Upregulation	Microarray	12459040
1817	IL2	NetPath_14	SP100	6672	Upregulation	Microarray	12459040
1818	IL2	NetPath_14	NFIL3	4783	Upregulation	Microarray	12459040
1819	IL2	NetPath_14	IFI44	10561	Upregulation	Microarray	12459040
1820	IL2	NetPath_14	ARF6	382	Upregulation	Microarray	12459040,ARF6
